text,tweet_id,name,tweet_created,retweet_count,favourites_count,tweet_coordinates
@CarnivalCruise no! Every day is a sad reminder that its one day less of cruising. A lot more noticeable towards the second half of a trip.,564569457948102656,awsome_robot,2015-02-08 23:40:22+00:00,0,0,
@CarnivalCruise except the day I have to get off the ship. That day ends really badly.,564567144860758016,JoeSomebody1986,2015-02-08 23:31:11+00:00,0,1,
"@CarnivalCruise yeah, it does. it's called the ""midnight buffet."" lol =) can't go wrong there!",564554752370159618,jodster112,2015-02-08 22:41:56+00:00,0,0,
"@CarnivalCruise your employee named Virginia, collecting the medical statements, was extremely rude. Almost made me not want to board!!",564546467059499009,MarleneRose,2015-02-08 22:09:01+00:00,0,0,
@CarnivalCruise do you guys have any deals for weekend cruises?,564544734673121281,ErikKuper,2015-02-08 22:02:08+00:00,0,0,
@CarnivalCruise we wld luv it if you were willing n able 2 donate 2 our raffle at our annual fashn show N Miami 4 kids a hrng loss June 2015,564543852384497664,HearTheRunway,2015-02-08 21:58:37+00:00,0,0,
@CarnivalCruise going on a cruise tomorrow! ,564514578592067586,jackiemeyer66,2015-02-08 20:02:18+00:00,0,2,
@CarnivalCruise @CarnivalVista post current pics of the build.,564470926587092992,techbud,2015-02-08 17:08:50+00:00,1,0,
@CarnivalCruise had an awesome time last week in the Western Caribbean! Great service thank you! #CarnivalEcstasy,564468576958939136,voiceover_rodeo,2015-02-08 16:59:30+00:00,0,0,
@CarnivalCruise lazy kind of day. Beautiful,564452495934914561,cj281966,2015-02-08 15:55:36+00:00,0,0,
@CarnivalCruise #sunsetsunday,564452296579624960,cj281966,2015-02-08 15:54:49+00:00,0,0,
"@CarnivalCruise #fantasy , addictive",564452112978169856,cj281966,2015-02-08 15:54:05+00:00,0,0,
@CarnivalCruise:Soak in the beauty of the Caribbean. You may even be inspired to paint. https://cards.twitter.com/cards/3rnz4/airs”Im comin in May jus W8 on it,564447433812627456,Teaseee_Louise,2015-02-08 15:35:29+00:00,0,0,
@CarnivalCruise Carnival Earns BBB Credit Rating (CCL): Carnival Corporation is a cruise compa... http://bit.ly/1DS9NtS #cruise #travel,564435386143760386,JacobRoot1,2015-02-08 14:47:37+00:00,0,0,
@CarnivalCruise Thank you so much Carnival! I had such and awesome time on the Breeze. Such a great cruise!! ,564417248929251328,leebreanna22,2015-02-08 13:35:33+00:00,0,0,
"@CarnivalCruise @VZWSupport Global Roaming REPS @Verizon tell passengers ""Abolutely, These ports are 100% Covered""! Warn your travelers!",564409819252408320,Bristol1730,2015-02-08 13:06:01+00:00,0,0,
@CarnivalCruise Choosing the right cruise ship based on your interests: If you want an active ... http://bit.ly/16WyZWq #cruise #travel,564382456808108032,JacobRoot1,2015-02-08 11:17:18+00:00,0,0,
@carnivalcruise @cruisenorwegian @royalcaribbean cruises leave dead dolphins and whales in their wakes! http://bit.ly/1EI2vgr,564266586987433987,writetoeat,2015-02-08 03:36:52+00:00,0,0,
@CarnivalCruise Hard to believe @VZWSupport says even if REP lied customer still has to pay! Where's the &lt;3? Not @Verizon! Warn travelers!,564201797490073600,Bristol1730,2015-02-07 23:19:25+00:00,0,0,
@carnivalcruise @cruisenorwegian @royalcaribbean cruises leave dead dolphins and whales in their wakes! http://bit.ly/1EI2vgr,564164433388531712,J14Lion,2015-02-07 20:50:57+00:00,0,0,
@CarnivalCruise planning my next cruise - as I am having withdrawals from being on #CarnivalBreeze 2 weeks ago! She was a beauty 2 be on.,564147581522305025,DCovello_TD,2015-02-07 19:43:59+00:00,0,0,
"@CarnivalCruise - Families of 3,4 5 - call for quote! The More the Merrier: Save BIG! (thru Sunday!) http://sdozier.cruisesinc.com/travel/promotion/carnival-cruises.do##FamilyTravel",564130298544553984,SLATEvacations,2015-02-07 18:35:18+00:00,0,0,
@CarnivalCruise Warn customers @Verizon Global Roaming misrepresented by company REPS! Educate because @VZWSupport won't help after the fact,564101933284470784,Bristol1730,2015-02-07 16:42:36+00:00,0,0,
“@CarnivalCruise: What's it really like to go on a cruise? https://cards.twitter.com/cards/3rnz4/b4u4” @dani_deu,564046928044777472,jackiereyes1020,2015-02-07 13:04:01+00:00,0,0,
"@CarnivalCruise New in cruises: Snow rooms, better Wi-Fi, other wows: http://CruiseCompete.com ha... http://bit.ly/18WRScv #cruise #travel",563998416309460992,JacobRoot1,2015-02-07 09:51:15+00:00,0,0,
"@CarnivalCruise @CarrieWChildren Whoa. If I ever go on a cruise, remind me to make sure it isn't one that has those on it. #yikes",563983856827506690,t_eckersen,2015-02-07 08:53:24+00:00,0,0,
@CarnivalCruise The towel animals have taken over the Lido deck on @MyCarnivalMagic! #cruise #vacation,563955747122184192,MarisaStoller,2015-02-07 07:01:42+00:00,0,0,
@carnivalcruise @cunardline Short video of the Queen Elizabeth meeting the Queen Mary yesterday. Please share! http://instagram.com/p/yyIxiwsQuH,563900556461109248,Brian_Hawkins,2015-02-07 03:22:24+00:00,0,0,
@CarnivalCruise Historic Meeting Of QUEEN MARY And QUEEN ELIZABETH In Long Beach: Carnival Cor... http://bit.ly/1xEfA1K #cruise #travel,563895626178379778,JacobRoot1,2015-02-07 03:02:48+00:00,0,0,
@CarnivalCruise #lovecruising We took an entire family vacation to the Bahamas and my children had a blast! Teenager approved! :),563874076012580864,HelenNavarro,2015-02-07 01:37:10+00:00,0,0,
@CarnivalCruise Hi I was wondering if you reply to tweets by past and potential customers?,563862121780617216,Kinglion6mike,2015-02-07 00:49:40+00:00,0,0,
@CarnivalCruise Vista to sail from Miami - http://klou.tt/yunbb6gqtk5y via @TWtravelnews #cruise #travel,563819462416019456,cowtowntravel4u,2015-02-06 22:00:09+00:00,0,0,
@CarnivalCruise Can you tell me if the Ecstasy has a foam roller like this in their fitness center? #Melt,563783507361943553,TheSamiCone,2015-02-06 19:37:17+00:00,0,0,
@carnivalcruise @cruisenorwegian @royalcaribbean cruises leave dead dolphins and whales in their wakes! http://bit.ly/1EI2vgr,563770467266224131,MEAbbyBC,2015-02-06 18:45:28+00:00,0,0,
@CarnivalCruise Carnival Does Right: Reimburses Couple for Cruise &amp; Cost of Engagement Ring: A... http://bit.ly/1ujSClc #cruise #travel,563742945866555392,JacobRoot1,2015-02-06 16:56:06+00:00,0,0,
@CarnivalCruise @PrincessCruises @VZWSupport Misrepresented Global Roaming fees aren't @Verizon's only faux pas! http://wp.me/p2L7Ik-GM6A,563734494478606336,Bristol1730,2015-02-06 16:22:31+00:00,0,0,
@CarnivalCruise Fun-villians #thenamegame,563725916359368704,Toppatop55,2015-02-06 15:48:26+00:00,0,0,
@CarnivalCruise unveils new online travel hub and YouTube channel,563719287647780864,SiteMapaMundi,2015-02-06 15:22:06+00:00,0,0,
@carnivalcruise @cruisenorwegian @royalcaribbean cruises leave dead dolphins and whales in their wakes! http://bit.ly/1EI2vgr,563706413696831488,margobok,2015-02-06 14:30:56+00:00,0,0,
@CarnivalCruise not even on the ship yet and the customer service guest relations agents suck! Thanks for the no help!,563697323364986880,kobrien93,2015-02-06 13:54:49+00:00,0,0,
@CarnivalCruise @MickyArison hey Micky its almost the 2 year anniversary of my wife getting stuck on the Triumph #ThanksForTheGreatMemories,563693854591680512,slickwillie97,2015-02-06 13:41:02+00:00,0,0,
@CarnivalCruise Warn passengers that @Verizon Global Roaming will cost more than the cruise!,563685798999257088,Bristol1730,2015-02-06 13:09:01+00:00,0,0,
@CarnivalCruise is a passport required for a cruise?,563648525888946176,Forsyth_Factor,2015-02-06 10:40:55+00:00,0,0,
@CarnivalCruise Super Bowl Commercial Video From Carnival Cruise Lines Has Creationist Ken Ham... http://bit.ly/1ui63lJ #cruise #travel,563622724887519234,JacobRoot1,2015-02-06 08:58:23+00:00,0,0,
@carnivalcruise @cruisenorwegian @royalcaribbean cruises leave dead dolphins and whales in their wakes! http://bit.ly/1EI2vgr,563615777342111744,bourcelaine,2015-02-06 08:30:47+00:00,0,0,
"@CarnivalCruise Disney Cruise Line brings 'Frozen' on board: Guests on Carnival Breeze, which ... http://bit.ly/16KJiww #cruise #travel",563589716809760768,JacobRoot1,2015-02-06 06:47:14+00:00,0,0,
@CarnivalCruise Tail Mates carnivalcruise #carnivalnamegame,563586715013484545,SassyPatriot69,2015-02-06 06:35:18+00:00,0,0,
@CarnivalCruise would love to see how you celebrate in RED today for National Wear Red Day! #GOREDSFL ,563571570762080256,AHASouthFlorida,2015-02-06 05:35:07+00:00,0,0,
@CarnivalCruise Vista to sail from #Miami,563561397674471425,SiteMapaMundi,2015-02-06 04:54:42+00:00,0,0,
@carnivalcruise @cruisenorwegian @royalcaribbean cruises leave dead dolphins and whales in their wakes! http://bit.ly/1EI2vgr,563550843304042496,gloater1,2015-02-06 04:12:45+00:00,0,0,
@CarnivalCruise u guys made me smile 1st cruise &amp; the crew is amazing great standards &amp; a banana split sundae #happy,563546249279057920,SOCIALITENYC,2015-02-06 03:54:30+00:00,1,1,
@CarnivalCruise Marblehead Ohio couple issues warning about cruise ship security after engagem... http://bit.ly/1DEIdjS #cruise #travel,563540101259489281,JacobRoot1,2015-02-06 03:30:04+00:00,0,0,
"@CarnivalCruise Considering an anniversary cruise, how do you accommodate food allergies? Thanks!",563527254656163840,ExReporterKate,2015-02-06 02:39:01+00:00,0,0,
@CarnivalCruise Carnival Corporation Commercial A Viral Success: The corporation wide marketin... http://bit.ly/1xv2W4Q #cruise #travel,563507464847360000,JacobRoot1,2015-02-06 01:20:23+00:00,0,0,
@CarnivalCruise is your YEAR ROUND cruise line from #porttampabay #Tampa. Call a travel agent today for hot deals!,563505422116859904,CCLTampaBay,2015-02-06 01:12:16+00:00,0,0,
@CarnivalCruise Funatics!,563495497193648128,plocicero,2015-02-06 00:32:50+00:00,0,0,
@CarnivalCruise carnage ,563494765266608129,hpwhite4,2015-02-06 00:29:55+00:00,0,0,
@CarnivalCruise checking you out for Spring Break ,563494051823882240,Katianicole,2015-02-06 00:27:05+00:00,0,0,
"@CarnivalCruise After 5 Carnival Cruises I suggest ""Noisy Drunks at 2 am"". Seems to cover it",563493904159608832,RiceLake1969,2015-02-06 00:26:30+00:00,0,0,
"@CarnivalCruise Watch Carnival Cruise Super Bowl Ad Parody ""Sea You in Hell"": Carnival Corpora... http://bit.ly/16wI6wf #cruise #travel",563490987066945536,JacobRoot1,2015-02-06 00:14:55+00:00,0,0,
@CarnivalCruise cruisaholics!,563488958160449537,beachbumbauman,2015-02-06 00:06:51+00:00,0,0,
@CarnivalCruise - FTG's freaking travel geniuses,563488420350017536,starmlw,2015-02-06 00:04:43+00:00,0,0,
@CarnivalCruise Fun Ship Castaways,563488165785522177,Weemaj,2015-02-06 00:03:42+00:00,0,1,
@CarnivalCruise @VZWSupport Global Roaming from @Verizon is Bait and Switch! They misinform customers about covered ports! Please retweet!,563483254410727425,Bristol1730,2015-02-05 23:44:11+00:00,0,0,
@CarnivalCruise @Verizon Global Roaming lies about covered ports! They're giving you a bad name! Help stop the misinformation!,563482887874691073,Bristol1730,2015-02-05 23:42:44+00:00,0,0,
@CarnivalCruise @TheRebelChick @Tammileetips What a cute article. I love these pictures!,563481549291520001,RealDlsLongmont,2015-02-05 23:37:24+00:00,0,0,
@CarnivalCruise If your bored!!! on Feb 13th. Watch it live! Soca Monarch @http://www.payperviewliveevents.com,563480188315791361,2015Danrush,2015-02-05 23:32:00+00:00,0,0,
@CarnivalCruise Carnival Miracle Posts Perfect U.S. Public Health Inspection Score: Carnival C... http://bit.ly/1KkJDEv #cruise #travel,563474778984439808,JacobRoot1,2015-02-05 23:10:30+00:00,0,0,
@CarnivalCruise Bookings Open Feb. 6 for 2016 Summer Europe Cruises on Holland America Line's ... http://bit.ly/1KkJEZ9 #cruise #travel,563474777965215745,JacobRoot1,2015-02-05 23:10:30+00:00,0,0,
@CarnivalCruise do you think flying into miami the morning of departure is risky? Should we arrive the night before? Just wondering,563472180978393089,s_chad,2015-02-05 23:00:11+00:00,0,0,
@CarnivalCruise Thxs for mention! Could really use one of your finely crafted boat drinks right about now. :),563459551568347136,BeersandBeans,2015-02-05 22:10:00+00:00,0,0,
@CarnivalCruise what's the perfect room to fuck in while on the water,563457627850833920,alzaibak,2015-02-05 22:02:21+00:00,0,0,
@carnivalcruise @cruisenorwegian @royalcaribbean cruises leave dead dolphins and whales in their wakes! http://bit.ly/1EI2vgr,563452705155596288,MargieCampaigne,2015-02-05 21:42:48+00:00,0,0,
“@CarnivalCruise: Two words: Pack &amp; Go. Book now-11/9 for 60% off &amp; rates of $149. http://bit.ly/1phPELQ ” @k_mckay4,563450960882581504,ChironConjASC,2015-02-05 21:35:52+00:00,0,1,
@CarnivalCruise ...in about 30 days or so.,563447617481613312,T_Viesal,2015-02-05 21:22:35+00:00,0,0,
@carnivalcruise @cruisenorwegian @royalcaribbean cruises leave dead dolphins and whales in their wakes! http://bit.ly/1EI2vgr,563447327806222338,FluffyLiz,2015-02-05 21:21:25+00:00,0,0,
@CarnivalCruise Your contract doesn't display correctly. Kind of a big deal when viewing an agreement. ;),563441912103710720,ShaunNestor,2015-02-05 20:59:54+00:00,0,0,
@CarnivalCruise Carnival latest major Florida employer to push for Competitive Workforce Act: ... http://bit.ly/16vZam2 #cruise #travel,563441113164300288,JacobRoot1,2015-02-05 20:56:44+00:00,0,0,
“@CarnivalCruise: ” Samantha Brown!! Yess!! Missed her in @travelchannel,563439248033198080,lizcriolla,2015-02-05 20:49:19+00:00,0,0,
“@CarnivalCruise: ” @tylee_renee,563435148885368832,K_Ann71,2015-02-05 20:33:02+00:00,0,1,
@CarnivalCruise cheapest time to book a cruise?,563430352849338368,Texas24Nate,2015-02-05 20:13:58+00:00,0,0,
@CarnivalCruise check out @Towelwizz #carnivalbreeze #thefunships,563426633772986368,Towelwizz,2015-02-05 19:59:12+00:00,0,0,
@CarnivalCruise Brokerages Set Carnival plc Target Price at $2107.05 (LON:CCL): Shares of Carn... http://bit.ly/1KjQAFP #cruise #travel,563424434074030080,JacobRoot1,2015-02-05 19:50:27+00:00,0,0,
@CarnivalCruise did they find Natalie Holloway yet? @SamanthaBrown,563422718989582336,SyndicatePoway,2015-02-05 19:43:38+00:00,0,0,
@CarnivalCruise visits a number of Mexico ports- @SamanthaBrown tequila knowledge via @travelchannel is legendary - #asksamanthabrown why,563420873135505408,OrlandoChris,2015-02-05 19:36:18+00:00,0,0,
@carnivalcruise @samanthabrown Sorry….low blow :) Couldn't resist.,563417736727248897,kirkensian,2015-02-05 19:23:50+00:00,0,1,
@CarnivalCruise @SamanthaBrown great! :),563416251150925824,MiZz_MiiCah,2015-02-05 19:17:56+00:00,0,0,
@CarnivalCruise @SamanthaBrown #asksamanthabrown Out of the Carnival ships you have been on which one is your favorite?,563416147119190017,NickRice10,2015-02-05 19:17:31+00:00,0,0,
@CarnivalCruise @SamanthaBrown US Flag territory. You definitely should come,563415733560811521,Legion3rei,2015-02-05 19:15:53+00:00,0,0,
@CarnivalCruise @SamanthaBrown 13 to 17 day itineraries would be perfect. No duplicate ports.,563414270537646080,IceDog_16,2015-02-05 19:10:04+00:00,0,0,
"@CarnivalCruise @SamanthaBrown I live in remote northern Canada location and have typically done B2B's, on account of travel expense to FL.",563414038525513729,IceDog_16,2015-02-05 19:09:09+00:00,0,0,
"@CarnivalCruise @SamanthaBrown peaceful , calm, great beaches, dive the http://wall.Beer drinking pigs",563413739458678784,Legion3rei,2015-02-05 19:07:57+00:00,0,1,
"@CarnivalCruise Is it true that if you book an excursion through the cruise line &amp; they are late returning, the ship will wait for you?",563413394980876288,DenReggie,2015-02-05 19:06:35+00:00,0,0,
@CarnivalCruise &amp; @SamanthaBrown What would you say is the best first step in planning a vacation? #askSamanthaBrown #travel #vacation,563412388205326336,allie_l_scott,2015-02-05 19:02:35+00:00,0,0,
@CarnivalCruise what's the most memorable excursion you've taken? #asksamanthabrown,563412177038495744,arasansky,2015-02-05 19:01:45+00:00,0,0,
@CarnivalCruise huge fan of yours @SamanthaBrown! What would you say is the best part about cruising? Any favorite port? #asksamanthabrown,563411280313077760,Catalyst_JY,2015-02-05 18:58:11+00:00,0,0,
@CarnivalCruise I loved your commercial. It's brave &amp; beautiful. #ReligiousFreedom #EqualityForAll #Evolve ,563410157573394432,thisisme_xo,2015-02-05 18:53:43+00:00,0,0,
@CarnivalCruise what's your favorite spot on the ship #ask Samanthabrown,563409662784315392,09petey,2015-02-05 18:51:45+00:00,0,0,
"@CarnivalCruise ""is there a good website to visit for first time cruisers?",563406642931593216,scargreyforever,2015-02-05 18:39:45+00:00,0,0,
@CarnivalCruise @LaekinSanders,563403137080246272,brennadavisss,2015-02-05 18:25:50+00:00,0,0,
@CarnivalCruise You got to be shitting me,563398999718117376,al_damato,2015-02-05 18:09:23+00:00,0,0,
"@CarnivalCruise @CruiseCritic #AskSamathaBrown How do you pack for a 23day B2B Cruise, will be on @CarnivalVista Oct 2016?",563398017500577792,trvlady,2015-02-05 18:05:29+00:00,0,0,
@CarnivalCruise @CruiseCritic How do you pack for a 23 day B2B cruise? Will be on the @CarnivalVista Oct 2016,563397771756339200,trvlady,2015-02-05 18:04:30+00:00,0,0,
"@CarnivalCruise Following Europe Debut, Carnival Vista to Homeport in Miami: carnival vista Fo... http://bit.ly/16uINWC #cruise #travel",563373631493771266,JacobRoot1,2015-02-05 16:28:35+00:00,0,0,
@CarnivalCruise We'd love it if your cruise guests would share their pictures with us on our website via pics@exploreyourcruiseship.com,563356156379533312,exploreyourship,2015-02-05 15:19:08+00:00,0,0,
@CarnivalCruise Firm Rating Update on Carnival Corporation: Its North America segment cruise b... http://bit.ly/1udXFnr #cruise #travel,563322750433890304,JacobRoot1,2015-02-05 13:06:24+00:00,0,0,
@CarnivalCruise WE AT @AustralkenTours know how to plan a trip within East Africa #Kenya #Uganda #Rwanda #Tanzania,563320578715967489,AustralkenTours,2015-02-05 12:57:46+00:00,0,0,
@CarnivalCruise boarding the Sensation today!! Can't wait to not read my emails,563316382109286400,FromJensView,2015-02-05 12:41:06+00:00,0,0,
"@CarnivalCruise To land JFK as pitchman, Carnival sailed wide course: How Kennedy became a pit... http://bit.ly/16thmMZ #cruise #travel",563305806796308480,JacobRoot1,2015-02-05 11:59:04+00:00,0,0,
@CarnivalCruise @VZWnews Passengers beware! Jump ship from Verizon's Global Roaming package! Huge misinformation! Ridiculous charges.,563249824846606337,Bristol1730,2015-02-05 08:16:37+00:00,0,0,
@CarnivalCruise hook it up with a free cruise,563224584854704128,DBarraza9,2015-02-05 06:36:19+00:00,0,0,
"@CarnivalCruise Cruising in Style: Trends include snow rooms, better Wi-Fi and other 'wows': C... http://bit.ly/1xmh68w #cruise #travel",563189403174977536,JacobRoot1,2015-02-05 04:16:31+00:00,0,0,
@CarnivalCruise @CarnivalPR #funshipnation #funshipcastaways name game.,563189357918420992,Weemaj,2015-02-05 04:16:21+00:00,0,0,
@CarnivalCruise Carnival Releases New Video Series on YouTube (VIDEO): Carnival Cruise Lines h... http://bit.ly/16CNNZX #cruise #travel,563172793173286913,JacobRoot1,2015-02-05 03:10:31+00:00,0,0,
@CarnivalCruise Do you have any last minute deals,563165375354138624,Kinglion6mike,2015-02-05 02:41:03+00:00,0,0,
"@CarnivalCruise what city do your ABC, CBS, NBC, and FOX stations come from on the Valor? Glory we had Miami so I was wondering.",563165320597491712,BloodGrin946,2015-02-05 02:40:50+00:00,0,0,
“@CarnivalCruise: http://bit.ly/1cTFmG2 ” SP 2017 @LaurenNichols33 ,563164495556915201,hannahcconte,2015-02-05 02:37:33+00:00,1,2,
@CarnivalCruise #carnivalnamegame Fin-Fans,563161733909319680,MNvksfn,2015-02-05 02:26:35+00:00,0,0,
"“@CarnivalCruise: Ready, set, cruise! https://cards.twitter.com/cards/3rnz4/b4u4” @NicRoh56",563150916929323008,tasharichmeier,2015-02-05 01:43:36+00:00,0,1,
@CarnivalCruise @maarrrci @TheRichardAyala @A__WAL__ @RayDayG @itsjustjaylu @BenDuck1 @SarynSweetheart you're tearing us apart! ,563141217148350464,jayywalker44,2015-02-05 01:05:03+00:00,0,2,
@CarnivalCruise @lillymceachernn Is that you?,563133042290855936,Clayton_Shirley,2015-02-05 00:32:34+00:00,0,1,
“@CarnivalCruise: ”@sandypat66,563130199353868288,janjanandholly,2015-02-05 00:21:16+00:00,0,1,
@CarnivalCruise @CarnivalPLC #LoveCruising What a beautiful ship. I would love to go for a ride!,563125055329021952,99karen99,2015-02-05 00:00:50+00:00,0,0,
@CarnivalCruise We had a great cruise in 2013 and are planning another for this year! Our Caribbean cruise video: http://youtu.be/w7AnwkhsQXQ,563120773079248896,mpiman79,2015-02-04 23:43:49+00:00,0,0,
“@CarnivalCruise: The secret is out... https://cards.twitter.com/cards/3rnz4/b4uf” @lalallauren remember this drink? lol,563110820960538624,AllieGarciaaa,2015-02-04 23:04:16+00:00,0,0,
@CarnivalCruise i could have added some flare to the videos...I've been making carnival reviews for years on my channel!,563109456951926785,JoeSomebody1986,2015-02-04 22:58:51+00:00,0,0,
@CarnivalCruise Carnival Cruise Line Teams with Samantha Brown to Prepare 'Cruise Rookies': Ca... http://bit.ly/16ByFvS #cruise #travel,563108023049003008,JacobRoot1,2015-02-04 22:53:09+00:00,0,0,
"@CarnivalCruise tell your travelers that @Verizon does not support Western Caribbean ports, contrary to propaganda! It's a scam! Help save $",563103637648703488,Bristol1730,2015-02-04 22:35:43+00:00,0,1,
@CarnivalCruise help protect your travelers! Warn them against @Verizon Global Roaming scams! Misrepresentation rubs off on you!,563103070830477312,Bristol1730,2015-02-04 22:33:28+00:00,0,1,
@CarnivalCruise @mandakp1,563101949197684736,EmilySimkins,2015-02-04 22:29:01+00:00,0,0,
@CarnivalCruise Beautiful cruise ports! We would love to visit Curacao one day :),563100700532817920,PaddytheDood,2015-02-04 22:24:03+00:00,0,0,
@CarnivalCruise tell your passengers to doublecheck Global Roaming packages with @Verizon! They'll lose a BOATLOAD of money otherwise!,563099614807859201,Bristol1730,2015-02-04 22:19:44+00:00,0,0,
“@CarnivalCruise: When people say “no worries”– this is what they mean. #carnivalcruise ” lets go @shelbyknowsall,563099525473394689,hdekeyzerrrr,2015-02-04 22:19:23+00:00,0,0,
@CarnivalCruise......did you know @Verizon is lying to passengers about the use of Global Roaming on your ships? It's making you look bad!,563098049179049984,Bristol1730,2015-02-04 22:13:31+00:00,0,0,
@CarnivalCruise @SamanthaBrown Do you have any last minute deals?,563095479790354433,Kinglion6mike,2015-02-04 22:03:18+00:00,0,0,
@CarnivalCruise @Mad_Tastic,563092734953930753,jessicaleegelso,2015-02-04 21:52:24+00:00,0,1,
@CarnivalCruise 255 Days until cruising. I can feel the Bahamian/Bermuda breeze right now #Cruise #CarnivalCruise #Norfolk #Splendor #B2B,563078732500705281,JudasRoy,2015-02-04 20:56:45+00:00,0,0,
@CarnivalCruise how often do more #fastertothefun packages open up? Booked on April 4th western carib cruise and it's sold out #bummed,563062634896183300,C_Harvey69,2015-02-04 19:52:48+00:00,0,0,
"@CarnivalCruise After Delay, New Bahamas Cruise Ship Cleared to Sail: Bahamas Paradise Cruise ... http://bit.ly/18OfmAn #cruise #travel",563057807571042304,JacobRoot1,2015-02-04 19:33:37+00:00,0,0,
@CarnivalCruise Line's newest and biggest ship headed for @PortMiami in late 2016. http://bit.ly/1F6k2w3,563028014850920449,cruiseapalooza,2015-02-04 17:35:13+00:00,0,0,
@CarnivalCruise @CarnivalCruisePLC #LoveCrusing I love Cruising because it brings me to the places in my Dreams!,563022323922780161,cutieinvegas,2015-02-04 17:12:37+00:00,0,1,
@CarnivalCruise try http://Lindagreatescape.globaltravel.com for travel needs..,563009563696566275,megabetme,2015-02-04 16:21:54+00:00,0,0,
@CarnivalCruise Let travel host Samantha Brown teach you all about cruising: Hey cruise rookie... http://bit.ly/1xhfs86 #cruise #travel,563007590662430723,JacobRoot1,2015-02-04 16:14:04+00:00,0,0,
"@CarnivalCruise Carnival Receives Consensus Recommendation of ""Buy"" from Analysts (NYSE:CCL): ... http://bit.ly/1xhfrku #cruise #travel",563007587638345729,JacobRoot1,2015-02-04 16:14:03+00:00,0,0,
