text,tweet_id,name,tweet_created,retweet_count,favourites_count,tweet_coordinates
@CruiseNorwegian is waiting for us this afternoon! #Cravings #holidays #Miami #bahamas,564792491082133504,TarHeelsNC,2015-02-09 14:26:37+00:00,0,0,
"@CruiseNorwegian, come and do some duty-free shopping by us in backstreet before leaving #StMaarten",564791641979224064,ShanaStMaarten,2015-02-09 14:23:15+00:00,0,0,
@CruiseNorwegian booked one for my bday/xmas in December. looks like ON my bday we will be in cozumel. (12/25!) I'm so pumped. 313 days!,564787610166386689,jessbehurns,2015-02-09 14:07:14+00:00,0,0,
@CruiseNorwegian--My bestie @sjbucsok and I just planned our #birthday cruise! See you in November :),564786662417629184,sneaky_tequila,2015-02-09 14:03:28+00:00,0,1,
@CruiseNorwegian you have a DM.,564776893195370496,HilzFuld,2015-02-09 13:24:39+00:00,0,0,
@CruiseNorwegian Just back from a fabulous week of cruising the Caribbean. Food &amp; friendship was great!,564764419285340160,themournelodge,2015-02-09 12:35:05+00:00,0,1,
@CruiseNorwegian @TheGRAMMYs :-),564612343515332608,bbfan802,2015-02-09 02:30:47+00:00,0,0,
@CruiseNorwegian @Pharrell Love it! ,564603217963909120,EthelV14,2015-02-09 01:54:31+00:00,0,0,
@CruiseNorwegian RT por favor! Gracias!! #VamosPorLosTunantesSigamosPorTodos Contacto @ElTunante2,564598409655754752,balauja,2015-02-09 01:35:25+00:00,0,0,
@CruiseNorwegian Keri at reservations is a rockstar. Thanks!,564581730154057729,reed_janis,2015-02-09 00:29:08+00:00,0,0,
@CruiseNorwegian thanks for the great service and amazing trip #letsdoitagain ,564572620990185472,kiddrussell,2015-02-08 23:52:56+00:00,0,0,
@CruiseNorwegian RT por favor! Gracias!! #VamosPorLosTunantesSigamosPorTodos Contacto @ElTunante2,564551686841462784,ClauCerfoglio,2015-02-08 22:29:45+00:00,0,0,
@CruiseNorwegian RT por favor! Gracias!! #VamosPorLosTunantesSigamosPorTodos Contacto @ElTunante2,564509039623946241,Nanda19996,2015-02-08 19:40:17+00:00,1,0,
@CruiseNorwegian RT por favor! Gracias!! #VamosPorLosTunantesSigamosPorTodos Contacto @ElTunante2,564507689834020864,ElTunante2,2015-02-08 19:34:55+00:00,0,0,
"@CruiseNorwegian have you a UK number I can call, thanks for helping by the way ",564504048267968512,sir_6_Times,2015-02-08 19:20:27+00:00,0,0,
"@CruiseNorwegian Cruising from Barcelona to Miami on Epic. Already booked on Escape for December, so ready!!",564497510777896960,KellyMF79,2015-02-08 18:54:29+00:00,0,0,
@CruiseNorwegian We had such a FANTASTIC time that we came home and booked The Breakaway cruise for November 29th!! Counting down the days!,564492862239563780,Kath2252,2015-02-08 18:36:00+00:00,0,1,
"@CruiseNorwegian Maybe. Definite maybe! I'll ""cruise"" the web site &amp; check it out.",564475121704767488,EileenGranfors,2015-02-08 17:25:31+00:00,0,0,
@CruiseNorwegian LOVED LOVED LOVED The Breakaway - now that we're home we terribly miss the wonderful Mini-Suite shower among other things!!,564468559615905793,Kath2252,2015-02-08 16:59:26+00:00,0,0,
@CruiseNorwegian Top of #hawaii leaderboard! Need to clean up your inbox? Unroll.Me can help: http://bit.ly/Unroll-Me,564464775497658371,HashOffHawaii,2015-02-08 16:44:24+00:00,0,0,
@CruiseNorwegian looking forward to it!,564450237348327424,Duckcallcrazy,2015-02-08 15:46:38+00:00,0,0,
@CruiseNorwegian yes I've booked other restaurants &amp; 2 shows but there's no option for Illusionarium on the 1st night on Getaway 09.05.15,564447978627538944,sir_6_Times,2015-02-08 15:37:39+00:00,0,0,
@CruiseNorwegian I cruised on her in 2005. She's a great ship! Since I don't gamble I didn't miss the casino that is not on board!,564446339371905024,rspeters,2015-02-08 15:31:08+00:00,0,0,
@CruiseNorwegian We'll be on the Pride of America this coming December (our 6th with NCL)... Looking forward to it!,564444601881464832,HikingMike,2015-02-08 15:24:14+00:00,0,0,
@CruiseNorwegian spent an AMAZING week on the #getaway - beautiful ship and exceptional service! See you in 2016!,564444154445692928,kim_woodbridge,2015-02-08 15:22:27+00:00,7,20,
@CruiseNorwegian Epic here we come! @CameronMcFadyen,564426373607878656,bethprimeau,2015-02-08 14:11:48+00:00,1,3,
"@CruiseNorwegian Hi,any idea why I can't book Illusionarium for the first night of my cruise in May? Other shows/restaurants are available.",564411649449156611,sir_6_Times,2015-02-08 13:13:18+00:00,0,0,
"@CruiseNorwegian Ok, how does that thing float? and aircraft carriers?",564317433054253058,SpookyThgsOnlne,2015-02-08 06:58:55+00:00,0,0,
@CruiseNorwegian thanks. Email sent,564247075018117121,Brisco87,2015-02-08 02:19:20+00:00,0,0,
"@CruiseNorwegian Norwegian Cruise is a beautiful, unique and safe Liner that cruises along the delicate waters of the Caribbean.",564242888092311554,HouseMaylyn,2015-02-08 02:02:42+00:00,0,0,
"@CruiseNorwegian two months, 11 days @lennonj2013",564217993476182017,Rglyttov,2015-02-08 00:23:46+00:00,0,1,
@CruiseNorwegian AYÚDENNOS!! Comparte el nuevo video por favor!! Gracias! http://buscandoaltunante.com.ar contacto @ElTunante2,564210109631709185,Nanda19996,2015-02-07 23:52:27+00:00,2,0,
@CruiseNorwegian and we are off on #Getaway my best birthday ever! Hoping captain sings to me tonite. #myvacationsrock,564171422227251202,RRCarver,2015-02-07 21:18:43+00:00,0,0,
@CruiseNorwegian apparently kids sale free= hoax! Same price 3-2 (2rms) or 4 -1 in a room! No difference! Cabin price per person :(,564157953511407616,KristineENemec,2015-02-07 20:25:12+00:00,0,0,
@CruiseNorwegian Onboard credit - please.,564138741866844160,jetsvettes,2015-02-07 19:08:51+00:00,0,0,
@CruiseNorwegian:Yr mistreatment of family who cancelled due 2emergency BrCA surg=despicable @MBCNbuzz @AdamsLisa #boycott@cruiseNorwegian,564127219052994561,Groz_P,2015-02-07 18:23:04+00:00,3,1,
@CruiseNorwegian @cruilets get these boarding lines moving. #kids excited,564120221691416576,slssales,2015-02-07 17:55:16+00:00,0,0,
"@CruiseNorwegian step up+give @annamecraig refund/credit for missed trip due to brain surgery. Do the right thing vs ""Too bad, tough luck""",564109314454216705,EdKhediguian,2015-02-07 17:11:55+00:00,0,0,
@CruiseNorwegian It's SHAMEFUL to double profit off of #cancer. I challenge u to #DoTheRightThing and refund @annamecraig. @chemobrainfog,564098045722128386,HawkeyeInDallas,2015-02-07 16:27:09+00:00,0,0,
@CruiseNorwegian:Your mistreatment of a family who cancelled due to emergency BrCA surgery is despicable #bcsm #boycott@cruiseNorwegian,564092475703586817,Groz_P,2015-02-07 16:05:01+00:00,3,1,
@CruiseNorwegian life on the high seas is 5 star!!!,564089139125972992,DJJarlath,2015-02-07 15:51:45+00:00,0,0,
@CruiseNorwegian just landed in St Lucia onboard the brilliant NCL breakaway!! This is the life!! #CruiseLikeaNorwegian,564087107828727808,DJJarlath,2015-02-07 15:43:41+00:00,0,0,
@CruiseNorwegian We could use a getaway next fall. Suggestions? #lovencl,564072226454896642,EileenGranfors,2015-02-07 14:44:33+00:00,0,0,
@CruiseNorwegian’s Norwegian’s Freestyle Choice Plus gives you more options than ever before. NOW – 2/28/15.,564059765127389186,travelovertures,2015-02-07 13:55:02+00:00,0,0,
@CruiseNorwegian You're so welcome! I had a blast ,563947697569554432,kabirbageria,2015-02-07 06:29:43+00:00,0,1,
@CruiseNorwegian Christopher Lyons @superdjbigpoppa su****@ya****.com,563898553672953856,superdjbigpoppa,2015-02-07 03:14:26+00:00,0,0,
@CruiseNorwegian just spoke to a really inconsiderate representative. Disappointed former customer.,563862842860793857,Brisco87,2015-02-07 00:52:32+00:00,0,0,
@CruiseNorwegian 37 days until an Epic trip. Can't wait!,563855186096320512,djrcrowe,2015-02-07 00:22:06+00:00,0,1,
"@CruiseNorwegian past cruisers get onboard credits, since you changed to latitudes that leaves us that traveled in the 90's high and dry? ",563844867219271680,getmeoutofny,2015-02-06 23:41:06+00:00,0,0,
@CruiseNorwegian we're looking forward to it!,563833173768171522,marocmama,2015-02-06 22:54:38+00:00,0,0,
"@CruiseNorwegian if you purchase the beverage plan, would it be included in that? Thank you",563821712408866816,Oopsnh,2015-02-06 22:09:06+00:00,0,0,
@CruiseNorwegian,563821169493934080,AdamGMason,2015-02-06 22:06:56+00:00,0,1,
“@CruiseNorwegian: 1. RT if you deserve some time to chill in our SVEDKA Ice Bar. #Top10WaysToRelax ”@wasengland,563819655924834304,WrigglingRachel,2015-02-06 22:00:55+00:00,1,2,
@CruiseNorwegian #NorwegianBreakaway http://www.memphistoursusa.com/#!norwegian-getaway/caoz,563811977542516736,MemphisToursLLC,2015-02-06 21:30:25+00:00,0,0,
@DavidStrager Hi David. Can you please follow us back so we can message you or DM us your contact information? Thank you!,563807662572589059,CruiseNorwegian,2015-02-06 21:13:16+00:00,0,0,
"@CruiseNorwegian LOVED the Getaway, can't wait for Escape next Jan!",563784976903065600,scottbearden85,2015-02-06 19:43:07+00:00,0,0,
"@CruiseNorwegian 13 weeks &amp; we'll be on there after 5 nights in Orlando &amp; 2 nights in Miami, to say we're excited is an understatement ",563781063592669184,sir_6_Times,2015-02-06 19:27:34+00:00,0,1,
@CruiseNorwegian Nuevo estudio indica área donde podría estar el velero perdido Contacto @ElTunante2 http://www.clarin.com/sociedad/Tunante-busqueda-familiares-velero-perdido-Brasil_0_1297670545.html,563774703354261504,NlidaLassalle,2015-02-06 19:02:18+00:00,2,0,
@CruiseNorwegian #oneday,563768019474595841,JacqueLewis,2015-02-06 18:35:44+00:00,0,1,
@CruiseNorwegian Nuevo estudio indica área donde podría estar el velero perdido Contacto @ElTunante2 http://www.clarin.com/sociedad/Tunante-busqueda-familiares-velero-perdido-Brasil_0_1297670545.html,563755250105196544,higgins_lilly,2015-02-06 17:45:00+00:00,1,0,
"@CruiseNorwegian @tldelrosso 10-14 days 2 respond? To investigate issue further, sure. But to *respond* at all???",563749958050779136,fisherjolene,2015-02-06 17:23:58+00:00,1,2,
@CruiseNorwegian 10-Night Caribbean cruise. $699 PER PERSON. THAT'S $69.90 P/P PER DAY! Call NOW to book 800.853.0646,563749567032610816,CPCTWV,2015-02-06 17:22:25+00:00,0,0,
"@CruiseNorwegian Confirmation email (to my original &amp; follow up) would be appreciated. Especially since 10-14 days isn't stated/obvious, TY.",563748177518800897,tldelrosso,2015-02-06 17:16:54+00:00,0,1,
@CruiseNorwegian i know you have to pay for soda on the Breakaway but do you have to pay for bottled water also?,563747008931196928,Oopsnh,2015-02-06 17:12:15+00:00,0,0,
Nine days & STILL waiting for some acknowledgement. Does @CruiseNorwegian not care about at least ADDRESSING stolen engagement rings?,563726499518242817,tldelrosso,2015-02-06 15:50:45+00:00,3,2,
@CruiseNorwegian A huge thank you for the wonderful cruise I has last 2 weeks on the Norwegian Star across Panama Canal! Big A to the crew!,563716405980561410,fredericp,2015-02-06 15:10:39+00:00,0,0,
@CruiseNorwegian feb15th on the breakaway from NYC. Family of 6 w/2 rooms..need upgrade so we can stay 2gther! Who can help? 1st time NCL!,563559702047752192,QBall7,2015-02-06 04:47:58+00:00,0,1,
@CruiseNorwegian Notes to Screenwriters Cruise on NCL! http://storycatharsis.com/cruise #screenwriting #cruise,563510607727452162,vickithewriter,2015-02-06 01:32:53+00:00,0,0,
@CruiseNorwegian refund @annamecraig #DoTheRightThing,563507901780594688,jhutchi,2015-02-06 01:22:07+00:00,0,1,
@CruiseNorwegian We're looking forward to our first Norwegian experience!,563496437296951296,Honeycat48,2015-02-06 00:36:34+00:00,0,0,
@CruiseNorwegian you only reply to public tweets,563493154054103040,DavidStrager,2015-02-06 00:23:31+00:00,0,0,
@CruiseNorwegian they get that for the beverage pkg but also the dining pkg too?,563488883636436993,Burgh_Rocks,2015-02-06 00:06:33+00:00,0,0,
@CruiseNorwegian The only cruise line we take.,563479768394657793,Razor1996,2015-02-05 23:30:20+00:00,0,0,
@CruiseNorwegian I'd get thrown overboard? lol,563473157353271296,Work_relax,2015-02-05 23:04:04+00:00,0,0,
@CruiseNorwegian @SimonTravels Thanks. Can you jump in the water in the Snow Room?,563469987722305536,Jttampa,2015-02-05 22:51:28+00:00,0,0,
@CruiseNorwegian is looking for a Personal Cruise Consultant. Go to #HireACane and search for the Job Id: 45035 to apply today!,563469874689622017,Toppel,2015-02-05 22:51:01+00:00,0,0,
@CruiseNorwegian yo quierooo !!!,563461646178615298,Susana_Chala,2015-02-05 22:18:19+00:00,0,0,
@CruiseNorwegian Podes ayudarnos en la busqueda!! Gracias!! Contacto @ElTunante2 https://www.youtube.com/watch?v=COb5IzO0CrQ&amp;feature=youtu.be http://fe.buscandoaltunante.com.ar,563456265813495808,Nanda19996,2015-02-05 21:56:56+00:00,3,0,
"@CruiseNorwegian From I was a child, I heard about Norwegian Cruise.This Cruise is recomended to you,your family and friends. God Bless You.",563452115226345475,HouseMaylyn,2015-02-05 21:40:27+00:00,0,0,
"@CruiseNorwegian With the Freestyle Choice Plus promo, if Ultimate Dining is selected, does it apply to 3rd and 4th guest as well?",563437997560180737,Burgh_Rocks,2015-02-05 20:44:21+00:00,0,0,
@CruiseNorwegian looking forward to cruising with you next month. #norwegianbreakaway,563427033355931648,danprofit21,2015-02-05 20:00:47+00:00,0,0,
@CruiseNorwegian just reposted that on my @RebelMouse http://rbl.ms/1D2q818,563399170787377154,maggiamo,2015-02-05 18:10:04+00:00,0,0,
@CruiseNorwegian Thanks for sharing! You're now featured on http://rbl.ms/1zcCugZ,563399170741256192,maggiamo,2015-02-05 18:10:04+00:00,0,0,
@CruiseNorwegian - This could be you and your sweetheart http://cruisesarethebest.com,563383859073785856,CruisesrtheBest,2015-02-05 17:09:13+00:00,0,0,
What a gorgeous photo @CruiseNorwegian! Looks magical!,563350843894673408,SmartyPantsMama,2015-02-05 14:58:02+00:00,0,0,
@CruiseNorwegian I could never truly relax on a vacation.,563344398033768451,OldNatashaSissy,2015-02-05 14:32:25+00:00,0,0,
@CruiseNorwegian expands Doral headquarters http://trdsofla.com/1KdM6k5,563343644842012672,rachidyasaf,2015-02-05 14:29:26+00:00,0,0,
"@CruiseNorwegian I have reservations, but only for my family. Online and when I called wouldn't let me make for our group of 9...2 families.",563343577409802241,Needsalatte,2015-02-05 14:29:09+00:00,0,0,
@CruiseNorwegian Can you please connect me to someone that can help?,563342251225784320,daverogerswx,2015-02-05 14:23:53+00:00,0,1,
"@CruiseNorwegian 2/2 @annamecraig her trip was cncl beyond her control. Now you have her $, won't refund , and will rebook her cabin. WRONG!",563338332113891328,HawkeyeInDallas,2015-02-05 14:08:19+00:00,5,4,
@CruiseNorwegian That #is simply Customer NO Service. They were no help last night.,563338268499263489,daverogerswx,2015-02-05 14:08:04+00:00,0,0,
"@CruiseNorwegian I will tweet you daily until you step up, show compassion &amp; refund the $of @annamecraig. Emerg cancer surgery. #shameful",563337445593190401,HawkeyeInDallas,2015-02-05 14:04:47+00:00,1,1,
"@CruiseNorwegian Booked ""guaranteed"" cabin on Deck 8 or better. NCL stuck us on Deck 4 &amp; called it an upgrade. What? Cust. Service no help.",563334078456676352,daverogerswx,2015-02-05 13:51:25+00:00,0,0,
"@CruiseNorwegian Had a ""guarantee"" on Deck 8 or better and they stick us in the basement on Deck 4. Norwegian calls it an ""upgrade"".",563321731730132992,daverogerswx,2015-02-05 13:02:21+00:00,0,0,
"@CruiseNorwegian just booked the getaway for my honeymoon, wondering if theres anything that can make it extra special?",563248497684520960,cflagg918,2015-02-05 08:11:21+00:00,0,0,
@CruiseNorwegian when is your current promo ending? I'm interested in the 3rd and 4th cruisers are free promo.,563193316360339457,Kellyrbelly,2015-02-05 04:32:04+00:00,0,0,
"@CruiseNorwegian Come cruise, you can not contribute to the local economy of places visited, help destroy the ocean and get norovirus!",563174045919617024,frostyseahunt,2015-02-05 03:15:30+00:00,0,0,
@cruisenorwegian Is it possible to get photos taken during a cruise after a cruise ends?,563162965424476160,RyanShotgun,2015-02-05 02:31:28+00:00,0,0,
@CruiseNorwegian #love,563154828927303680,DailyCurlz,2015-02-05 01:59:08+00:00,0,1,
@CruiseNorwegian Been over a month since 1st contact w/you. Haven't heard from anyone. Getting very frustrated.This shouldn't be this hard.,563140973572521985,Needsalatte,2015-02-05 01:04:05+00:00,0,0,
@CruiseNorwegian cruising on a rainbow!,563139547714682880,valerie_freer,2015-02-05 00:58:25+00:00,0,0,
“@CruiseNorwegian: Every side is Norwegian Getaway's good side. #ShipSelfieSunday (Photo by @mikefl88) ” @abiemilyruss,563127163839606786,Mattdecker323,2015-02-05 00:09:12+00:00,1,1,
@CruiseNorwegian Podes ayudarnos en la busqueda!! Gracias!! Contacto @ElTunante2 https://www.youtube.com/watch?v=ti4kcRFy_Ns&amp;feature=youtu.be,563118535715868672,ElTunante2,2015-02-04 23:34:55+00:00,1,0,
@CruiseNorwegian I have called guest relations 3 times and have got nowhere. All they tell me is that they are sorry they can't do anything.,563105864106930176,ltbuzz13,2015-02-04 22:44:34+00:00,0,0,
@CruiseNorwegian Very much looking forward to being treated so well as always. Thank you! #CruiseLikeaNorwegian #Epic,563081665858519043,AllyBayliss,2015-02-04 21:08:25+00:00,0,1,
"@CruiseNorwegian Epic 12 au 19 av. Miami, Ocho Rios, George Town, Cozumel, Miami. 601$cab. int. et vol YUL-MIA 374$",563071775656128512,stationvoyages,2015-02-04 20:29:07+00:00,0,0,
"@CruiseNorwegian is this the Ebola Cruise , Dysentery cruise or the Saminela Cruise?",563062778265894914,TheDonEdmonton,2015-02-04 19:53:22+00:00,0,0,
"@CruiseNorwegian Just got back from an awful cruise called customer service to explain NCLs response ""whats the point in us talking"" #waste",563059400697724929,DavidStrager,2015-02-04 19:39:56+00:00,0,0,
"@CruiseNorwegian Up to $3,500 Savings: FREE Beverage Package, Kids Sail FREE &amp; More! http://sdozier.cruisesinc.com/…/promot…/norwegian-cruises.do",563040521300742145,SLATEvacations,2015-02-04 18:24:55+00:00,0,0,
@CruiseNorwegian a Cruise would be great,563037860081979393,NevaehKISSES3,2015-02-04 18:14:21+00:00,0,0,
@CruiseNorwegian soon :),563033468196880384,M_Aljahani,2015-02-04 17:56:54+00:00,0,0,
@CruiseNorwegian #Snorkeling,563024315315408896,poolkeepers,2015-02-04 17:20:31+00:00,0,0,
@CruiseNorwegian When I go into my NCL account it says zero entertainment to book although the restaurants and spa etc. can be booked!!!,563018270077636611,FizzyBlue2,2015-02-04 16:56:30+00:00,0,0,
"@CruiseNorwegian premia a sus mejores vendedores, y a #Nautalia como Cadena de Agencias de Viajes Nº1 en Ventas http://ow.ly/Ip3Xp",562982756582690818,nautaliaviajes,2015-02-04 14:35:23+00:00,0,0,
"“@CruiseNorwegian: 7.Kick back and relax, you're in good hands. #Top10WaystoRelax ” more at info@infinitetravel.co.uk",562974778915823616,infinitetravel8,2015-02-04 14:03:41+00:00,1,1,
@CruiseNorwegian When will I be able to book entertainment for the April 5th sailing of the Epic? 60 days to go.,562967428708433923,FizzyBlue2,2015-02-04 13:34:29+00:00,0,0,
“@CruiseNorwegian: Looking to cruise? Sign up now for exclusive offers from Norwegian Cruise Line. https://amp.twimg.com/v/7576d1c6-5626-4fca-9131-6ef5d388f67a”,562846786210254848,Barron00,2015-02-04 05:35:05+00:00,0,0,
@CruiseNorwegian came out with 3rd through 8th guest free. Tempting . But good deal,562821726120468480,vacaassistant,2015-02-04 03:55:30+00:00,0,0,
@CruiseNorwegian @OpyMorales,562801099066068993,twittcecy,2015-02-04 02:33:33+00:00,0,2,
@CruiseNorwegian asks me how they can help then doesn't respond #thatscustomerservice?,562771562131374080,lauri_dl_mc,2015-02-04 00:36:10+00:00,0,0,
@CruiseNorwegian Does this one float better than the Costa Condordia?,562768995301203969,ConsultSolfege,2015-02-04 00:25:58+00:00,0,0,
I could sure use some luxury right about now @CruiseNorwegian :P Hook a mama up!,562762824762798081,USJapanFam,2015-02-04 00:01:27+00:00,0,0,
@CruiseNorwegian here is my case #00239401. Are you finally ready to help me? #thatwouldbenice,562759646549901312,lauri_dl_mc,2015-02-03 23:48:49+00:00,0,1,
"@CruiseNorwegian can't help you, file your complaint via email"" which I did and got denied",562757238016987136,lauri_dl_mc,2015-02-03 23:39:15+00:00,0,1,
"@CruiseNorwegian I did just that and got denied. When I called several times and asked to speak to a supervisor I was told ""a supervisor",562754679265067011,lauri_dl_mc,2015-02-03 23:29:05+00:00,0,1,
@CruiseNorwegian I was told by NCL to not pay for my cruise because my grandmother was ill and go through insurance for the deposit...,562754402344525825,lauri_dl_mc,2015-02-03 23:27:59+00:00,0,1,
@CruiseNorwegian of course I did...I was told to submit an email request which I did and was denied,562754156822544384,lauri_dl_mc,2015-02-03 23:27:01+00:00,0,1,
@CruiseNorwegian I'd like to speak to a supervisor #nclwontletme,562753598799740930,lauri_dl_mc,2015-02-03 23:24:48+00:00,0,1,
"@CruiseNorwegian I would like my deposits applied to another cruise, however NCL won't even let me talk to anyone",562753361649602560,lauri_dl_mc,2015-02-03 23:23:51+00:00,0,1,
@CruiseNorwegian I did 1 cruise with you and it was awful NEVER again ! now I only cruise on Royal Caribbean,562716525912936450,prescottgolf014,2015-02-03 20:57:29+00:00,0,0,
“@CruiseNorwegian: We see more weeks of paradise. No winter here. #GroundhogDay ” #cruise #cruisetravel,562715528759107584,VacOnADream,2015-02-03 20:53:31+00:00,0,0,
@CruiseNorwegian Already booked it. Can't wait for the last week of October! :),562714801592610816,MrsC_0926,2015-02-03 20:50:38+00:00,0,0,
@CruiseNorwegian https://www.youtube.com/watch?v=e6ZXaDm_3DE,562687639363805184,OscarHonduras,2015-02-03 19:02:42+00:00,0,0,
I'm looking 2 cruise but not until the luxury cruise ships modify their #disclaimer re passenger #safety as revealed @AC360 @CruiseNorwegian,562673148060266499,IMeternalboy,2015-02-03 18:05:07+00:00,0,1,
@CruiseNorwegian Tshirt on #TropicalDay at AHS @AHSchools! Wish I was #CruiseLikeaNorwegian right now...,562600903228678147,ABreyen,2015-02-03 13:18:02+00:00,0,0,
@CruiseNorwegian I would love to be relaxing at Horseshoe Bay in Bermuda right now. My favorite beach!,562599473978023936,maria_stoecker,2015-02-03 13:12:21+00:00,0,0,
"@CruiseNorwegian ya tiene fecha para la inauguración del Norwegian Escape, será del 23 al 25 de octubre en Hamburgo.http://bit.ly/1zCyFXG",562584376534241280,socialnudoss,2015-02-03 12:12:22+00:00,0,0,
@CruiseNorwegian entrega los galardones PartnersFirstAwards lo contamos en #RevistaiCruceros http://www.icruceros.eu #revistadigital,562580959804276736,icruceros,2015-02-03 11:58:47+00:00,0,0,
@CruiseNorwegian Have you got a #travel #deals page? can you tweet me the link http://www.timthetraveller.com/traveldeals,562523802035179521,giddaytim,2015-02-03 08:11:40+00:00,0,1,
@CruiseNorwegian Information detailed for Radio hams! RT please! Thank you! contact @ElTunante2,562494235757514752,SilContini,2015-02-03 06:14:11+00:00,0,0,
@CruiseNorwegian These kids https://www.facebook.com/ricobarrysdolphinproject/videos?fref=photo … … R trying 2stop this: https://www.facebook.com/video.php?v=450361728447396&amp;video_source=pages_finch_main_video … … #tweet4taiji #japan,562489787110924289,jmrbarb,2015-02-03 05:56:30+00:00,0,0,
@CruiseNorwegian Booked wrong week by mistake. NCL wants $500 to switch to the same cruise one week later. Already unimpressed.,562463501277749248,nicoleparziale1,2015-02-03 04:12:03+00:00,0,0,
@CruiseNorwegian Out Now - @JamieDrastik video for #LocalHero - http://jamiedrastikdirect.com ,562457231149768704,bertie8689,2015-02-03 03:47:08+00:00,0,0,
@CruiseNorwegian I think I need to get hired to sing on there again.,562442007436464129,peggiblu,2015-02-03 02:46:38+00:00,0,0,
“@CruiseNorwegian: Goodbye football season…Hello cruise vacation! #Getaway #CruiseLikeaNorwegian #SB49 https://cards.twitter.com/cards/18ce53wwbll/bow6” ,562432797366030336,Hakuna_Miatta,2015-02-03 02:10:03+00:00,0,0,
"@CruiseNorwegian has announced new dining, beverage, and entertainment that will debut aboard Norwegian Escape.. http://bit.ly/18HFywz",562421464142331904,PortholeCruise,2015-02-03 01:25:00+00:00,1,0,
@CruiseNorwegian won't speak to you because they hide behind email responses instead of talking #nclstandsforNoCustomerLoyalty,562418712771567617,lauri_dl_mc,2015-02-03 01:14:05+00:00,0,1,
@CruiseNorwegian won't let you speak to a supervisor...you have to file a claim online #really? #nclstandsforNoCustomerLoyalty,562418529212039168,lauri_dl_mc,2015-02-03 01:13:21+00:00,1,1,
@CruiseNorwegian doesn't care about true family illnesses...they just care about not honoring what they tell you to do #horrendous,562412613787987968,lauri_dl_mc,2015-02-03 00:49:50+00:00,0,2,
@CruiseNorwegian tells you to do something then denies it...listen to your recording #nclstandsforNoCustomerLoyalty,562411952866344960,lauri_dl_mc,2015-02-03 00:47:13+00:00,0,1,
@CruiseNorwegian when is the 2nd annual NCL Poker Challenge? Conflicting info online - Getaway or Spirit? Leaving Miami Nov 7 or Nov 28?,562410499183484928,lisavey,2015-02-03 00:41:26+00:00,0,0,
@CruiseNorwegian has horrendous customer service and appreciation! Go @CelebrityCruise #nclstandsforNoCustomerLoyalty,562409128052924416,lauri_dl_mc,2015-02-03 00:35:59+00:00,1,1,
@CruiseNorwegian TELLS you to use your insurance then denies the claim #nclstandsforNoCustomerLoyalty,562408508369694721,lauri_dl_mc,2015-02-03 00:33:32+00:00,0,1,
@CruiseNorwegian doesn't care about their latitudes members #nclstandsforNoCustomerLoyalty,562407533579882497,lauri_dl_mc,2015-02-03 00:29:39+00:00,0,1,
@CruiseNorwegian should learn how to treat customers who have cruised many times with them better #horriblecustomerappreciation,562406566608265216,lauri_dl_mc,2015-02-03 00:25:49+00:00,0,1,
