tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone,predictions
570291213007491076,negative,1.0,Customer Service Issue,0.6421,United,,runwithmiles,,0,@united i am trying to book awards for september and need flights on @aegeanairlines but they will not show even w/ many award seats availab,,2015-02-24 10:36:35 -0800,,Eastern Time (US & Canada),0
570290993339244547,negative,1.0,Customer Service Issue,0.6459,United,,nate2482,,0,@united i sure did.   i had to drive a total of 3 hours to get my own bag.  i'd like to explain that debacle but no one wants to talk to me.,,2015-02-24 10:35:42 -0800,"Parkersburg, WV",Eastern Time (US & Canada),1
570289777184002048,negative,1.0,Late Flight,0.6624,United,,BocheBillions,,0,"@united see? we were told repeatedly that the pilot was late flight and kept getting late flightr.  after we boarded, there was a defibrillator issue.",,2015-02-24 10:30:53 -0800,,Central Time (US & Canada),3
570289557205327873,negative,1.0,longlines,0.6575,United,,CoachJoette,,0,@united why no preferred security line anymore. my tsa pre-check didn't pull on my @silverairways partner flight! #platinum #spoiled,,2015-02-24 10:30:00 -0800,Tampa,,2
570288349392605186,negative,0.6495,Can't Tell,0.6495,United,,lotusfitness,,0,@united #newarkliberty airport need to indicate different gate#'s for terminals a&amp;c. #flyingainteasy,,2015-02-24 10:25:12 -0800,"Washington, DC",Eastern Time (US & Canada),4
570286924277030912,negative,0.6538,Customer Service Issue,0.6538,United,,megfalcone,,0,"@united yes please! i am newly married and trying to update my last name on a preexisting international flight! it seems so easy, but...",,2015-02-24 10:19:32 -0800,,Pacific Time (US & Canada),1
570286882623369217,negative,1.0,Customer Service Issue,1.0,United,,nydia376,,0,@united how does united refuse to reissue a $400 lost voucher when their plane didn't take off due to mechanics? #badcustomerservice,,2015-02-24 10:19:22 -0800,USA,,0
570286565894828032,negative,0.6931,Can't Tell,0.3626,United,,OohLaLa09,,0,"@united also during the run i was instructed to do, i shattered my computer. http://t.co/oaflfr7wxb",,2015-02-24 10:18:07 -0800,DC,Eastern Time (US & Canada),0
570286100637466624,negative,1.0,Flight Attendant Complaints,0.3732,United,,OohLaLa09,,1,"@united yes, we've been with the agents for the last 50 minutes. one of the agents have been very rude, but thankfully ladan has been nice.",,2015-02-24 10:16:16 -0800,DC,Eastern Time (US & Canada),2
570284934771974144,negative,1.0,Flight Attendant Complaints,0.691,United,,fitztango,,0,"@united iah to charlotte. baggage claim rep latrice h. #customerservice non existent, ignored customer then inappropriately touched customer",,2015-02-24 10:11:38 -0800,"Houston, TX",,2
570283571941924864,negative,1.0,Customer Service Issue,0.6806,United,,collegepathSS,,0,@united @uctraveladvisor - i would have loved to respond to your website until i saw the really long form. in business the new seats are bad,,2015-02-24 10:06:13 -0800,California/Nevada,Pacific Time (US & Canada),1
570283453750489088,negative,1.0,Cancelled Flight,0.6716,United,,kevintgarner,,0,@united a refund and flight vouchers or another flight on a different airline at your expense for today. 8 hour drive is very inconvenient,,2015-02-24 10:05:45 -0800,"Kansas City, MO",Central Time (US & Canada),3
570282089863626752,negative,1.0,Lost Luggage,0.7021,United,,Nikki62878,,0,@united then why have i not received my call back its been 3 days...it's an infant car seat how am i supposed to go anywhere with my child,,2015-02-24 10:00:20 -0800,,,5
570280548922499073,negative,1.0,Late Flight,0.6383,United,,kevinfla3,,0,@united well sitting on the ground 'on time' but waiting for a gate....again #tiredofthis,,2015-02-24 09:54:12 -0800,,,2
570278024303775745,negative,1.0,Flight Booking Problems,0.6516,United,,SEGrower,,0,"@united no, i need you guys to not over book planes. it's not a concern, i'll just travel with someone else moving forward.",,2015-02-24 09:44:10 -0800,"Colorado Springs, Colorado",Mountain Time (US & Canada),3
570277667519332353,negative,1.0,Late Flight,0.6542,United,,cristobalwong,,0,@united a measly $50 e-certificate is not how you appreciate loyal customers after they wait 3hrs on the tarmac during ua1116. #unacceptable,,2015-02-24 09:42:45 -0800,San Francisco Bay Area,,2
570277418642120704,negative,0.6695,Can't Tell,0.3356,United,,logainne,,0,@united when will email address/username sign-on be available? it's been a while.,,2015-02-24 09:41:46 -0800,945XX to 111XX,Eastern Time (US & Canada),5
570276377401827329,negative,1.0,Can't Tell,0.6684,United,,chrsmichaels,,0,@united rude rude,,2015-02-24 09:37:38 -0800,"Austin, TX",Central Time (US & Canada),2
570276018751016960,negative,1.0,Flight Booking Problems,1.0,United,,mattwbaker,,0,@united - why can't i get a boarding pass for my austrian airlines codeshare flight. rebook incls a 6 hour layover &amp; i am stuck outside sec,,2015-02-24 09:36:12 -0800,The Center of My Universe,Mountain Time (US & Canada),4
570275462921850880,negative,0.6791,Damaged Luggage,0.6791,United,,Joestudent11,,0,@united. ..i received on other flights. #united  truly breaks guitars. #unitedbreaksguitars #wantmymoneyback,,2015-02-24 09:34:00 -0800,"Jerusalem, Israel",Jerusalem,3
570275153860386816,negative,1.0,Lost Luggage,0.6563,United,,Joestudent11,,0,@united just flew to #telaviv paid $100 from a third suitcase which didn't even make it on the plane! besides for the impolite service...,,2015-02-24 09:32:46 -0800,"Jerusalem, Israel",Jerusalem,2
570275140157640704,negative,1.0,Lost Luggage,1.0,United,,johnkarpf,,0,@united  my bag is still in colo springs. i am disabled and have to search an unfamiliar airport and look for my bag. not a good outcome,,2015-02-24 09:32:43 -0800,"Jacksonville, FL",Eastern Time (US & Canada),5
570275123854487552,negative,1.0,Customer Service Issue,0.3551,United,,CheerTymeDad,,1,@united shame that there's no flex to tickets transfer rules.  even calling from neurosurgery icu isn't enough!,,2015-02-24 09:32:39 -0800,,,1
570272997052805120,negative,1.0,Customer Service Issue,1.0,United,,johnkarpf,,0,@united no. denver said they don't handle baggage that made it to colo. springs.  they gave me an 800 number to call. no help there either.,,2015-02-24 09:24:12 -0800,"Jacksonville, FL",Eastern Time (US & Canada),4
570272511050383360,negative,1.0,Customer Service Issue,1.0,United,,Micaela4Mizzou,,0,@united you guys need some serious training in customer service. too many better options to put up with the way you guys handle ur mistakes,,2015-02-24 09:22:16 -0800,,Hawaii,2
570271846718775296,negative,1.0,Customer Service Issue,0.6706,United,,discobiscuit63,,0,"@united once he found out we had a problem he avoided me like the plague. was told ""we can't find a supervisor.""",,2015-02-24 09:19:38 -0800,,Central Time (US & Canada),4
570271792314617857,negative,1.0,Cancelled Flight,1.0,United,,Peter_Abrahamse,,0,@united zcc82u cancelled flight flight 16h in advance??? need connect flight reschedule so the link isn't helping. help!? gf waited months to see me.,,2015-02-24 09:19:25 -0800,,Amsterdam,0
570271791400112129,negative,1.0,Can't Tell,1.0,United,,fuchsialipstick,,0,@united i will not be flying you again,,2015-02-24 09:19:24 -0800,,Quito,2
570271644473622528,negative,1.0,Late Flight,1.0,United,,fuchsialipstick,,0,"@united in addition, my first flight was delayed an hour and i'm arriving at my destination 8 hrs late flight.",,2015-02-24 09:18:49 -0800,,Quito,0
570270918095695872,negative,0.66,Flight Booking Problems,0.3503,United,,discobiscuit63,,0,@united our travel booked thru united group dept. okc ticket agent less than willing to help with our connection in lax.,,2015-02-24 09:15:56 -0800,,Central Time (US & Canada),3
570270728051765248,negative,1.0,Flight Attendant Complaints,0.6593,United,,fuchsialipstick,,0,"@united v upset with your disability  ""services"". when i told one of your employees i was carrying medical equipment she was very rude.",,2015-02-24 09:15:11 -0800,,Quito,2
570270436463759360,negative,1.0,Customer Service Issue,0.6735,United,,discobiscuit63,,0,@united thnx for quick reply but don't think you can assist. our intl grp will be put to considerable inconvenience today.,,2015-02-24 09:14:01 -0800,,Central Time (US & Canada),1
570269172774649856,negative,1.0,Can't Tell,0.3478,United,,LarkAfterDark,,2,@united wont transfer flight ticket to accompany an 11 yr old who's active military mom had to have emergency brain surgery? wow!!,,2015-02-24 09:09:00 -0800,Harrisburg,,0
570269103648350208,negative,1.0,Flight Booking Problems,1.0,United,,getmeontop,,0,@united @getmeontop 7 weeks late flightr and i still have not received my miles from the mileageplus gift card $150 starbucks card i handed over!!!,,2015-02-24 09:08:44 -0800,Wall Street • Manhattan • NYC ,Eastern Time (US & Canada),5
570269035998408704,negative,0.6794,Customer Service Issue,0.3802,United,,jkentakula,,0,"@united as a 1k, i'm always hoping for improvement.",,2015-02-24 09:08:27 -0800,,,4
570267915154538496,negative,1.0,Damaged Luggage,0.6765,United,,jasonpblakey,,0,@united not yet. i complained about the guy who checked my luggage in as he was throwing the bags around. unfortunate coincidence i hope?,"[52.59657643, -2.19877833]",2015-02-24 09:04:00 -0800,,London,4
570265596220166144,negative,1.0,Customer Service Issue,0.6990000000000001,United,,discobiscuit63,,1,@united okc ticket agent roger mclarren(sp?) less than helpful with our intl group travel problems can't find a supervisor for help.,,2015-02-24 08:54:47 -0800,,Central Time (US & Canada),1
570265542025719808,negative,0.6722,Can't Tell,0.3443,United,,jkentakula,,0,@united mobile apps need construction from the ground up for each os category.  it's expensive to get right .,,2015-02-24 08:54:34 -0800,,,1
570264556443824128,negative,1.0,Flight Booking Problems,0.3535,United,,BillBra95467934,,0,@united another fail for the united ticket agents in okc. less than helpful and could care less about our problems. american here we come.,,2015-02-24 08:50:39 -0800,,,1
570262424038699008,negative,1.0,Customer Service Issue,0.6827,United,,debweinz,,0,"@united i just sent an email to customer care, telling them i may have to break up with you 😢. i sincerely hope they can help me!!",,2015-02-24 08:42:11 -0800,,Hawaii,4
570260984704700417,negative,1.0,Flight Attendant Complaints,1.0,United,,mbelliss,,0,@united silly i'm flying delta today. your united club staff and attendants are surly and unhelpful and always seem bothered by pesky folk,,2015-02-24 08:36:28 -0800,Louisville,Alaska,2
570260383862108160,negative,0.6752,Flight Booking Problems,0.3468,United,,mattbunk,,0,@united what is your phone number. i can't find who to call about a flight reservation.,,2015-02-24 08:34:05 -0800,"Sterling Heights, MI",Eastern Time (US & Canada),5
570260294846451712,negative,1.0,Can't Tell,0.6834,United,,throthra,,0,"@united well, you can't fix me missing my buddies 30th bday because of negligence but you can attempt to make up for it.",,2015-02-24 08:33:43 -0800,,,4
570260118043914240,negative,1.0,Customer Service Issue,1.0,United,,throthra,,0,"@united why am i to believe they will help when customer service couldn't? like i said, i want a number to someone who can fix what you did.",,2015-02-24 08:33:01 -0800,,,1
570259691579809792,negative,0.6957,Lost Luggage,0.6957,United,,jakepoznak,,0,@united they helped me at the baggage service desk.  said bc tsa screening was down in fll not all bags made it but bag will be in ewr @ 12,,2015-02-24 08:31:20 -0800,,Eastern Time (US & Canada),4
570259632557395968,negative,0.6281,Customer Service Issue,0.3391,United,,AldenGlobe,,0,@united mobile boarding pass disappeared from phone while standing in line to board. second time this week... hmm.,,2015-02-24 08:31:05 -0800,"Steamboat Springs, CO",Mountain Time (US & Canada),5
570257563003920384,negative,0.6354,Flight Attendant Complaints,0.6354,United,,CassiusCCIDog,,0,@united had to explain to a very over eager flight attendant trying to ask about my vision that my @ccicanine was not a guide dog!,,2015-02-24 08:22:52 -0800,,,3
570257377460514816,negative,1.0,Flight Attendant Complaints,0.6667,United,,CassiusCCIDog,,1,@united what's the point of asking for details about a #servicedog when you book if your flight crew doesn't read them? (continued),,2015-02-24 08:22:08 -0800,,,3
570254368538173440,negative,1.0,Late Flight,0.6548,United,,guichaves1989,,0,@united i tried but no one was available in bogota and everyone was rude in houston. i was stuck for 35 hours because of you guys,,2015-02-24 08:10:10 -0800,,Central Time (US & Canada),4
570252986372329472,negative,1.0,Bad Flight,1.0,United,,PFlandersdc,,0,@united #worst2unitedflightsever ua 236 las to iad 2/24 mechanical problems again - took off - had to land for fix - delayed again #wtfodds!,,2015-02-24 08:04:41 -0800,,,4
570252666439385088,negative,1.0,Late Flight,1.0,United,,RaquelSnyderDC,,0,@united. what's going on with ua 236?  outbound flight last thurs was delayed 4hrs how long will this delay be? #worst2unitedflightsever,,2015-02-24 08:03:25 -0800,"Washington, D.C. Metro Area",Eastern Time (US & Canada),3
570252146320351232,negative,1.0,Late Flight,1.0,United,,PFlandersdc,,0,@united #worst2unitedflightsever ua1429 iad to las 2/19 mechanical problems - switched aircraft delayed 3.5 hours!,,2015-02-24 08:01:21 -0800,,,0
570251549219393536,negative,1.0,Customer Service Issue,0.6596,United,,jkentakula,,0,@united crashed trying to check in.,,2015-02-24 07:58:58 -0800,,,5
570249806540451843,negative,1.0,longlines,0.6951,United,,JohnJReid,,0,@united on 768 to logan - boarding gong show due to lax carry on enforcement. bins full of coats = no room for bags. u need a better system!,,2015-02-24 07:52:03 -0800,"Seaside, California",Pacific Time (US & Canada),5
570249083790733312,negative,1.0,Customer Service Issue,0.6536,United,,Maxxisonfire,,0,@united blackmailed me into paying £130 extra or having my return ticket nullified in san francisco airport. terrible service from rep #scam,,2015-02-24 07:49:10 -0800,,,2
570247551368241153,negative,1.0,Customer Service Issue,0.6689,United,,Guggero,,0,@united disappointed that u didnt honor my $100 credit given to me for ur mistakes. taking my business elsewhere  ✌️out.,,2015-02-24 07:43:05 -0800,NYC,Eastern Time (US & Canada),4
570247428139569152,negative,1.0,Late Flight,0.6854,United,,Twist_OP,,0,@united ua1673 still waiting! supposed to depart 9:08,,2015-02-24 07:42:36 -0800,Midwest,Central Time (US & Canada),0
570247027117797376,negative,0.6633,Customer Service Issue,0.3367,United,,andreaSanger,,0,@united it was credit from my last trip that never came in the mail!,,2015-02-24 07:41:00 -0800,,,2
570246963901427713,negative,1.0,Customer Service Issue,1.0,United,,jammyrascals,,0,@united ok it's now been 7 months waiting to hear from airline. i gave them quite a bit more than the 30 days requested! terrible service,,2015-02-24 07:40:45 -0800,"Marlow, UK",London,2
570245996334190592,negative,1.0,Customer Service Issue,1.0,United,,AmericanNarad,,0,@united does this process ever end? still waiting for the reply since 2 months #pathetic #customerservice,,2015-02-24 07:36:54 -0800,,Atlantic Time (Canada),1
570245555064074240,negative,1.0,Flight Booking Problems,0.674,United,,fatwmnonthemtn,,0,@united what's going on with your website? i'm flight booking problems three tickets today and i've been booted off the system umpteen times.,,2015-02-24 07:35:09 -0800,"Summit, NJ",Central Time (US & Canada),1
570244711388065793,negative,1.0,Customer Service Issue,0.6669,United,,tuckerI84,,0,@united how do i get my account number if your website says email is unavailable?,,2015-02-24 07:31:48 -0800,NYC,,1
570241830757007360,negative,1.0,Lost Luggage,1.0,United,,ChrisNielsen2,,0,"@united i received 1 bag last night, i am still missing the other one.",,2015-02-24 07:20:21 -0800,"Hoops City (Memphis, TN)",,5
570240043022991361,negative,1.0,Bad Flight,1.0,United,,campilley,,0,"@united @simonroesner you'll need to upgrade the seats too, even in economy plus it's like sitting on a concrete bench.",,2015-02-24 07:13:15 -0800,Europe,Amsterdam,2
570237261494792192,negative,1.0,Late Flight,1.0,United,,Twist_OP,,0,@united 2nd flight also delayed no pilots! but they boarded is so we can just sit here! #scheduling,,2015-02-24 07:02:12 -0800,Midwest,Central Time (US & Canada),3
570236138603950080,negative,0.6288,Bad Flight,0.6288,United,,Evan_Flay,,0,@united but it's hard to stay upset at someone when they at least try to show remorse.,"[29.98340611, -95.33682231]",2015-02-24 06:57:44 -0800,Seattle,Pacific Time (US & Canada),5
570236014238699521,negative,1.0,Customer Service Issue,0.6413,United,,Evan_Flay,,0,"@united by the way, a simple apology goes a long way, even if it's a hollow one. it's obvious that you don't care about me or my well-being,","[29.98350019, -95.33675519]",2015-02-24 06:57:14 -0800,Seattle,Pacific Time (US & Canada),1
570235698608869376,negative,1.0,Customer Service Issue,1.0,United,,Evan_Flay,,0,@united this isn't a one time thing either! it's a shocking pattern of repeated neglect and disrespect.,"[29.98377529, -95.33756559]",2015-02-24 06:55:59 -0800,Seattle,Pacific Time (US & Canada),1
570235686470746112,negative,1.0,Can't Tell,0.6723,United,,8629Fissile,,0,@united fingers crossed &amp; its all intact. very disappointed with this experience as before this we were actually saying we enjoyed using you,,2015-02-24 06:55:56 -0800,,London,1
570235387009839104,negative,1.0,Customer Service Issue,0.6818,United,,Evan_Flay,,0,"@united it's an incredibly easy fix, but you would rather stay in your comfort zone, while i get forced out of mine.","[29.98350283, -95.33678993]",2015-02-24 06:54:45 -0800,Seattle,Pacific Time (US & Canada),4
570235195934117889,negative,1.0,Flight Attendant Complaints,0.385,United,,Evan_Flay,,0,@united ours in july. you have zero excuses for this. you have an out-of-date system that causes problems like this.,"[29.98384925, -95.3374653]",2015-02-24 06:53:59 -0800,Seattle,Pacific Time (US & Canada),1
570234996562112512,negative,1.0,Can't Tell,0.3501,United,,Evan_Flay,,0,@united everyone around us is sitting with their friends and family members. they booked their tickets in october and december. we bought,"[29.98372726, -95.33734532]",2015-02-24 06:53:12 -0800,Seattle,Pacific Time (US & Canada),2
570234734942523393,negative,0.6501,Customer Service Issue,0.3265,United,,christinphillip,,0,@united not sure what you are talking about. she is going on nonstop flights. sna to sfo and then sfo to ewr.,,2015-02-24 06:52:09 -0800,"Princeton, NJ",Central Time (US & Canada),2
570234650448125952,negative,1.0,Customer Service Issue,1.0,United,,growingpangs,,0,".@united it will be because i'm moving to @americanair because of @united talk, no service",,2015-02-24 06:51:49 -0800,"Chicago, IL",Central Time (US & Canada),2
570232659282145280,negative,1.0,Customer Service Issue,1.0,United,,Mateyush,,0,"@united i asked a legitimate question about systemwide vs. localized problems, and got back an unrelate flightd copy/paste. you can do better.",,2015-02-24 06:43:55 -0800,Above the B/D/N/Q/R/2/3/4/5,Eastern Time (US & Canada),1
570232533272567813,negative,1.0,Lost Luggage,1.0,United,,mortgagesbycoop,,0,@united what time? who can i call. i need my skis. i will go to the airport and get them. no more faith in united.,,2015-02-24 06:43:24 -0800,New Jersey,,4
570232477618442241,negative,0.6611,Can't Tell,0.6611,United,,dlm_3,,0,@united i see you guys are at it again. amazing how one company continually makes mistakes yet fails to be held accountable for their error,,2015-02-24 06:43:11 -0800,Global,Eastern Time (US & Canada),1
570230059170004994,negative,0.6894,Late Flight,0.3497,United,,etiyi,,0,@united yeah sorry but there's always a problem with united. and you have an international reputation for having problems.,,2015-02-24 06:33:35 -0800,. ,Central Time (US & Canada),4
570229842626478081,negative,1.0,Can't Tell,1.0,United,,throthra,,0,"@united but then again, maybe the @bbbne_sd_ks_ia would care more to hear what went on than whoever listens to issues you caused",,2015-02-24 06:32:43 -0800,,,4
570229480821628928,negative,0.6692,Can't Tell,0.3426,United,,throthra,,0,@united i wonder if sharing all this on fb and insta would produce a number. 140 characters really limits my story telling.,,2015-02-24 06:31:17 -0800,,,1
570229133445242880,negative,1.0,Flight Attendant Complaints,1.0,United,,throthra,,0,@united so you're telling me there is no number to call after being left in an airport because of a negligent pilot and staff?,,2015-02-24 06:29:54 -0800,,,5
570228446053470208,negative,1.0,Customer Service Issue,1.0,United,,missinver,,0,@united could this email be resent as it doesnt appear to have arrived.,,2015-02-24 06:27:10 -0800,Larne,,0
570226164146397184,negative,0.6923,Customer Service Issue,0.3846,United,,_mhertz,,0,@united you have to follow me in order for me to dm...come on now,,2015-02-24 06:18:06 -0800,,Pacific Time (US & Canada),1
570225191458111489,negative,1.0,Bad Flight,0.6606,United,,AurelAssan,,0,"@united $25 united coupon to make up for broken entertainment system on a 9-hour flight, seriously? #ridiculousness #learncustomerservice",,2015-02-24 06:14:14 -0800,,,4
570224727047872514,negative,1.0,Lost Luggage,1.0,United,,ajpape,,0,@united so they didn't drop my bag overnight &amp; now i'm leaving for a week. this is why you were supposed to hold on to the bag....,,2015-02-24 06:12:23 -0800,"Boulder, CO",Mountain Time (US & Canada),5
570223703285477376,negative,1.0,Customer Service Issue,0.6483,United,,christinphillip,,0,@united i did dm the details but still no response. i have to book today.,,2015-02-24 06:08:19 -0800,"Princeton, NJ",Central Time (US & Canada),1
570217606025748480,negative,1.0,Customer Service Issue,0.6599,United,,BouleChitte,,0,@united not able to dm you my confirmation number,,2015-02-24 05:44:06 -0800,,,5
570217145428090880,negative,0.7125,Late Flight,0.7125,United,,xRaeCatherine,,0,"@united i've sent the message, let me know if you got it. i'm not very twitter-literate. also, is he really going to be stuck for 18hrs?",,2015-02-24 05:42:16 -0800,,,4
570216086173581312,negative,1.0,Customer Service Issue,1.0,United,,missinver,,0,@united very unhappy at no response to complaint emailed on 2nd feb ref.8441639. awful customer service!,,2015-02-24 05:38:03 -0800,Larne,,2
570212246053220352,negative,0.6832,Flight Booking Problems,0.6832,United,,Kalbozey,,0,@united we were not given the option of using our united travelbank in a recent flight booking problems! any help in using or recouping these funds? thanks!,,2015-02-24 05:22:48 -0800,Southern California,Pacific Time (US & Canada),0
570211810038521856,negative,1.0,Late Flight,1.0,United,,Sri_Philips,,0,@united common!! keep your paper work ready and don't delay our flights(#1585)and meetings @choosechicago,,2015-02-24 05:21:04 -0800,"Chicago, IL, USA",,2
570210970330669056,negative,0.6392,Late Flight,0.3402,United,,bcarlsrud,,0,"@united yep that's correct, i got an email at 12:30 am that the flight was cancelled flightled, doesn't matter now flight into atl is delayed, thx",,2015-02-24 05:17:43 -0800,,Central Time (US & Canada),0
570210145239592960,negative,0.6535,Late Flight,0.3663,United,,dkesten71,,0,@united 1k and had problem getting out of fll to iah  sent dm to you about making my connection  please let me know,,2015-02-24 05:14:27 -0800,,,4
570205880504815616,negative,0.6421,Cancelled Flight,0.3263,United,,BouleChitte,,0,"@united i'm grounded in montreal with ua3659. i am missing my connection ua3417 to st. louis. can you help,do you have a private jet for me?",,2015-02-24 04:57:30 -0800,,,3
570204900375687168,negative,1.0,Can't Tell,1.0,United,,Evan_Flay,,0,@united i'm so frustrated and nervous because of this.,"[29.98521945, -90.25215941]",2015-02-24 04:53:36 -0800,Seattle,Pacific Time (US & Canada),0
570204730745421826,negative,1.0,Flight Attendant Complaints,1.0,United,,Evan_Flay,,0,@united are the ones who make it difficult for me.,"[29.98698389, -90.25081767]",2015-02-24 04:52:56 -0800,Seattle,Pacific Time (US & Canada),1
570204649363341312,negative,0.6771,Bad Flight,0.3542,United,,Evan_Flay,,0,@united i'm not a child. i'm someone who has an issue with flying and prepares ahead of time to reduce the distress caused by planes. you,"[29.98699328, -90.25081691]",2015-02-24 04:52:36 -0800,Seattle,Pacific Time (US & Canada),0
570203218686423041,negative,1.0,Cancelled Flight,1.0,United,,bcarlsrud,,0,@united how does it get cancelled flightled 10 hours before take off?,,2015-02-24 04:46:55 -0800,,Central Time (US & Canada),0
570201707621146624,negative,1.0,Can't Tell,0.6679999999999999,United,,Evan_Flay,,0,"@united this always happens with you guys, and it makes traveling incredibly stressful and uncomfortable. is that good business to you?","[29.98878092, -90.25836915]",2015-02-24 04:40:55 -0800,Seattle,Pacific Time (US & Canada),4
570201440704028672,negative,0.6515,Bad Flight,0.6515,United,,Evan_Flay,,0,@united so what does someone with severe anxiety do when the one person who can help him isn't next to him?,"[29.9880285, -90.25781369]",2015-02-24 04:39:51 -0800,Seattle,Pacific Time (US & Canada),4
570200756827000832,negative,1.0,Can't Tell,0.3547,United,,MeganHolstein,,0,@united i'm seeking to go 2 client. b/c u cant get me there i need refund. i filled out form not confident it works if past is an indication,,2015-02-24 04:37:08 -0800,,,4
570189291990728704,negative,1.0,Customer Service Issue,1.0,United,,BrittanyWolgast,,0,@united luckily i made my flights this time but was so disappointed with the lack of communication :(,,2015-02-24 03:51:35 -0800,,Central Time (US & Canada),2
570188934564737024,negative,1.0,Cancelled Flight,1.0,United,,bcarlsrud,,0,@united checking to see why flight 3466 (atl-ord) got cancelled flighted?,,2015-02-24 03:50:10 -0800,,Central Time (US & Canada),3
570188838775103488,negative,1.0,Customer Service Issue,1.0,United,,Evan_Flay,,0,@united service so far has been horrid. we wanted to end the trip on a high note. guess that's not an option.,"[29.987463, -90.25860012]",2015-02-24 03:49:47 -0800,Seattle,Pacific Time (US & Canada),2
570188684881821696,negative,1.0,Bad Flight,1.0,United,,Evan_Flay,,0,@united booked a flight home over 7 months ago and requested seats together for my fiancée and i. we got 2 middle seats. unacceptable. the,"[29.98746669, -90.25862007]",2015-02-24 03:49:10 -0800,Seattle,Pacific Time (US & Canada),3
570188353984958464,negative,1.0,Can't Tell,1.0,United,,CATTTastrophe,,0,@united you guys are horrible.,,2015-02-24 03:47:51 -0800,nyc to la,,2
570187080426397696,negative,1.0,Customer Service Issue,0.6995,United,,GSG_President,,0,@united why do i have to pay $ 17 for wifi with an international business ticket?  #pennypincher,,2015-02-24 03:42:48 -0800,,Quito,2
570185687569469440,negative,1.0,Lost Luggage,1.0,United,,jasonpblakey,,0,"@united ok. to top things off, you've lost my luggage. could you get any worse??? #unitedairlines","[52.48854137, -1.91022836]",2015-02-24 03:37:16 -0800,,London,1
